Radiologist ID,Date,Avg Temp (°C),Rainfall (mm),Travel Cost (£),Internet Issues at Home,Trainee Assigned,Supervised Session,Cold Session,Admin Work,Morning Shift Work Location,Afternoon Shift Work Location
R5,2023-10-02,17.50692,2.5,10.65,No,No,No,No,No,office,home
R6,2023-10-02,17.50692,2.5,8.49,No,No,No,No,No,home,office
R7,2023-10-02,17.50692,2.5,7.85,No,No,No,No,No,home,home
R8,2023-10-02,17.50692,2.5,5.96,No,No,No,No,No,home,office
R9,2023-10-02,17.50692,2.5,6.38,Yes,No,No,No,No,office,office
R10,2023-10-02,17.50692,2.5,5.35,No,Yes,No,No,No,office,office
R11,2023-10-02,17.50692,2.5,8.6,No,Yes,No,No,No,office,office
R1,2023-10-03,14.029834,0.4,10.74,No,Yes,No,No,No,office,office
R2,2023-10-03,14.029834,0.4,14.82,No,Yes,No,No,No,office,office
R3,2023-10-03,14.029834,0.4,6.39,No,No,No,No,No,home,home
R4,2023-10-03,14.029834,0.4,8.73,Yes,No,No,No,No,office,office
R5,2023-10-03,14.029834,0.4,5.83,No,No,No,No,Yes,home,office
R6,2023-10-03,14.029834,0.4,8.49,Yes,No,No,No,No,office,office
R7,2023-10-03,14.029834,0.4,7.85,No,No,No,No,No,home,home
R8,2023-10-03,14.029834,0.4,5.96,No,No,No,No,No,home,home
R9,2023-10-03,14.029834,0.4,6.38,Yes,No,No,No,No,office,office
R10,2023-10-03,14.029834,0.4,12.9,No,No,No,No,Yes,office,home
R11,2023-10-03,14.029834,0.4,8.6,No,No,No,No,No,office,office
R1,2023-10-04,13.669418,0.1,8.51,No,No,No,No,No,home,home
R2,2023-10-04,13.669418,0.1,9.1,No,No,No,No,No,home,home
R3,2023-10-04,13.669418,0.1,5.21,No,Yes,No,No,No,office,office
R4,2023-10-04,13.669418,0.1,8.73,No,Yes,No,No,Yes,office,office
R5,2023-10-04,13.669418,0.1,5.83,No,No,No,No,No,home,home
R6,2023-10-04,13.669418,0.1,8.49,No,No,No,No,No,home,home
R7,2023-10-04,13.669418,0.1,7.85,No,No,No,No,Yes,home,office
R8,2023-10-04,13.669418,0.1,5.96,No,No,No,No,Yes,home,home
R9,2023-10-04,13.669418,0.1,9.11,No,No,No,No,No,office,office
R10,2023-10-04,13.669418,0.1,10.86,No,No,No,No,No,office,home
R11,2023-10-04,13.669418,0.1,8.6,No,No,No,No,No,office,office
R1,2023-10-05,14.811084,0.2,8.51,No,No,No,No,Yes,home,home
R2,2023-10-05,14.811084,0.2,13.84,No,No,No,No,Yes,office,office
R3,2023-10-05,14.811084,0.2,14.11,No,No,No,No,No,office,office
R4,2023-10-05,14.811084,0.2,8.73,No,No,No,No,No,office,office
R5,2023-10-05,14.811084,0.2,14.81,No,Yes,No,No,No,office,office
R6,2023-10-05,14.811084,0.2,8.7,Yes,Yes,No,No,No,office,office
R7,2023-10-05,14.811084,0.2,7.85,No,No,No,No,No,office,home
R8,2023-10-05,14.811084,0.2,5.96,No,No,No,No,No,home,home
R9,2023-10-05,14.811084,0.2,6.38,No,No,No,No,No,office,office
R10,2023-10-05,14.811084,0.2,10.86,No,No,No,No,No,office,home
R11,2023-10-05,14.811084,0.2,8.6,No,No,No,No,Yes,office,home
R1,2023-10-06,17.006916,0.0,8.51,No,No,No,No,No,office,home
R2,2023-10-06,17.006916,0.0,5.27,No,No,No,No,No,office,home
R3,2023-10-06,17.006916,0.0,6.39,No,No,No,No,Yes,office,office
R4,2023-10-06,17.006916,0.0,8.73,No,No,No,No,No,office,home
R5,2023-10-06,17.006916,0.0,9.09,No,No,No,No,No,office,office
R6,2023-10-06,17.006916,0.0,8.49,No,No,No,No,Yes,home,home
R7,2023-10-06,17.006916,0.0,9.65,No,Yes,No,No,No,office,office
R8,2023-10-06,17.006916,0.0,5.96,No,Yes,No,No,No,office,office
R9,2023-10-06,17.006916,0.0,8.13,No,No,No,No,Yes,office,office
R10,2023-10-06,17.006916,0.0,10.86,No,No,No,No,No,office,home
R11,2023-10-06,17.006916,0.0,8.6,No,No,No,No,No,home,home
R1,2023-10-09,17.52775,0.0,8.51,No,No,No,No,No,office,home
R2,2023-10-09,17.52775,0.0,5.42,No,No,No,No,No,home,home
R3,2023-10-09,17.52775,0.0,6.39,No,No,No,No,No,office,office
R4,2023-10-09,17.52775,0.0,8.73,No,No,No,No,Yes,home,office
R5,2023-10-09,17.52775,0.0,5.83,No,No,No,No,No,home,office
R6,2023-10-09,17.52775,0.0,8.98,No,No,No,No,No,office,office
R7,2023-10-09,17.52775,0.0,7.85,No,No,No,No,No,office,home
R8,2023-10-09,17.52775,0.0,5.96,No,No,No,No,Yes,home,office
R9,2023-10-09,17.52775,0.0,6.38,No,Yes,No,No,No,office,office
R10,2023-10-09,17.52775,0.0,10.86,No,Yes,No,No,No,office,office
R11,2023-10-09,17.52775,0.0,12.49,No,No,No,No,No,home,office
R1,2023-10-10,17.761084,0.0,8.51,No,Yes,No,No,Yes,office,office
R2,2023-10-10,17.761084,0.0,13.78,No,No,No,No,No,office,home
R3,2023-10-10,17.761084,0.0,7.12,No,No,No,No,Yes,office,home
R4,2023-10-10,17.761084,0.0,13.47,No,No,No,No,No,home,home
R5,2023-10-10,17.761084,0.0,11.07,No,No,No,No,No,home,home
R6,2023-10-10,17.761084,0.0,5.41,Yes,No,No,No,No,office,office
R7,2023-10-10,17.761084,0.0,5.25,No,No,No,No,Yes,office,home
R8,2023-10-10,17.761084,0.0,5.96,No,No,No,No,No,office,office
R9,2023-10-10,17.761084,0.0,6.38,Yes,No,No,No,No,office,office
R10,2023-10-10,17.761084,0.0,10.86,No,No,No,No,No,office,home
R11,2023-10-10,17.761084,0.0,8.6,No,Yes,No,No,No,office,office
R1,2023-10-11,17.134,6.4000006,8.51,No,No,No,No,No,office,office
R2,2023-10-11,17.134,6.4000006,13.16,No,Yes,No,No,No,office,office
R3,2023-10-11,17.134,6.4000006,6.39,No,Yes,No,No,No,office,office
R4,2023-10-11,17.134,6.4000006,8.73,No,No,No,No,No,office,office
R5,2023-10-11,17.134,6.4000006,5.83,No,No,No,No,No,office,home
R6,2023-10-11,17.134,6.4000006,8.42,No,No,No,No,No,home,home
R7,2023-10-11,17.134,6.4000006,13.58,No,No,No,No,No,home,home
R8,2023-10-11,17.134,6.4000006,5.96,No,No,No,No,No,home,home
R9,2023-10-11,17.134,6.4000006,10.43,Yes,No,No,No,Yes,office,office
R10,2023-10-11,17.134,6.4000006,10.86,No,No,No,No,No,office,home
R11,2023-10-11,17.134,6.4000006,13.12,No,No,No,No,Yes,home,home
R1,2023-10-12,13.594415,2.2000003,8.51,No,No,No,No,No,home,home
R2,2023-10-12,13.594415,2.2000003,13.04,No,No,No,No,Yes,home,home
R3,2023-10-12,13.594415,2.2000003,6.39,No,No,No,No,No,home,office
R4,2023-10-12,13.594415,2.2000003,8.73,Yes,Yes,No,No,No,office,office
R5,2023-10-12,13.594415,2.2000003,9.59,No,Yes,No,No,Yes,office,office
R6,2023-10-12,13.594415,2.2000003,8.49,No,No,No,No,No,home,office
R7,2023-10-12,13.594415,2.2000003,7.85,No,No,No,No,No,home,office
R8,2023-10-12,13.594415,2.2000003,11.12,No,No,No,No,No,home,home
R9,2023-10-12,13.594415,2.2000003,6.38,No,No,No,No,No,office,office
R10,2023-10-12,13.594415,2.2000003,10.86,No,No,No,No,No,office,home
R11,2023-10-12,13.594415,2.2000003,8.6,No,No,No,No,No,office,office
R1,2023-10-13,16.05275,25.300001,14.85,No,No,No,No,No,office,office
R2,2023-10-13,16.05275,25.300001,21.64,No,No,No,No,No,home,home
R3,2023-10-13,16.05275,25.300001,6.39,No,No,No,No,No,home,home
R4,2023-10-13,16.05275,25.300001,8.73,Yes,No,No,No,No,office,office
R5,2023-10-13,16.05275,25.300001,16.03,No,No,No,No,No,office,home
R6,2023-10-13,16.05275,25.300001,19.03,No,Yes,No,No,Yes,office,office
R7,2023-10-13,16.05275,25.300001,15.34,No,Yes,No,No,No,office,office
R8,2023-10-13,16.05275,25.300001,5.96,No,No,No,No,No,home,home
R9,2023-10-13,16.05275,25.300001,6.38,Yes,No,No,No,No,office,office
R10,2023-10-13,16.05275,25.300001,10.86,No,No,No,No,Yes,office,home
R11,2023-10-13,16.05275,25.300001,8.6,No,No,No,No,No,office,office
R1,2023-10-16,7.9631658,0.0,8.51,No,No,No,No,No,office,home
R2,2023-10-16,7.9631658,0.0,7.88,No,No,No,No,No,home,home
R3,2023-10-16,7.9631658,0.0,6.39,No,No,No,No,No,office,office
R4,2023-10-16,7.9631658,0.0,8.73,Yes,No,No,No,Yes,office,office
R5,2023-10-16,7.9631658,0.0,5.83,No,No,No,No,Yes,home,home
R6,2023-10-16,7.9631658,0.0,9.94,Yes,No,No,No,No,office,office
R7,2023-10-16,7.9631658,0.0,13.97,No,No,No,No,No,home,office
R8,2023-10-16,7.9631658,0.0,5.96,No,Yes,No,No,Yes,office,office
R9,2023-10-16,7.9631658,0.0,14.24,No,Yes,No,No,Yes,office,office
R10,2023-10-16,7.9631658,0.0,10.86,No,No,No,No,No,office,home
R11,2023-10-16,7.9631658,0.0,8.6,No,No,No,No,No,home,office
R1,2023-10-17,11.1715,0.0,8.51,No,No,No,No,No,office,home
R2,2023-10-17,11.1715,0.0,13.16,No,No,No,No,Yes,office,office
R3,2023-10-17,11.1715,0.0,8.55,No,No,No,No,Yes,home,office
R4,2023-10-17,11.1715,0.0,8.73,Yes,No,No,No,No,office,office
R5,2023-10-17,11.1715,0.0,5.83,No,No,No,No,No,home,office
R6,2023-10-17,11.1715,0.0,8.49,Yes,No,No,No,No,office,office
R7,2023-10-17,11.1715,0.0,5.87,No,No,No,No,No,office,home
R8,2023-10-17,11.1715,0.0,5.96,No,No,No,No,No,office,home
R9,2023-10-17,11.1715,0.0,6.38,No,No,No,No,No,home,office
R10,2023-10-17,11.1715,0.0,14.47,No,Yes,No,No,No,office,office
R11,2023-10-17,11.1715,0.0,8.6,No,Yes,No,No,No,office,office
R1,2023-10-18,13.036082,14.999999,14.08,No,Yes,No,No,No,office,office
R2,2023-10-18,13.036082,14.999999,12.53,No,Yes,No,No,No,office,office
R3,2023-10-18,13.036082,14.999999,6.39,No,No,No,No,No,home,office
R4,2023-10-18,13.036082,14.999999,8.73,No,No,No,No,No,office,home
R5,2023-10-18,13.036082,14.999999,11.11,No,No,No,No,No,home,office
R6,2023-10-18,13.036082,14.999999,8.49,Yes,No,No,No,No,office,office
R7,2023-10-18,13.036082,14.999999,14.59,No,No,No,No,No,office,office
R8,2023-10-18,13.036082,14.999999,9.77,No,No,No,No,No,home,home
R9,2023-10-18,13.036082,14.999999,14.43,No,No,No,No,No,home,home
R10,2023-10-18,13.036082,14.999999,9.04,No,No,No,No,No,office,home
R11,2023-10-18,13.036082,14.999999,8.6,No,No,No,No,Yes,office,office
R1,2023-10-19,15.223582,3.7000003,6.44,No,No,No,No,No,home,home
R2,2023-10-19,15.223582,3.7000003,14.8,No,No,No,No,No,office,office
R3,2023-10-19,15.223582,3.7000003,6.39,No,Yes,No,No,No,office,office
R4,2023-10-19,15.223582,3.7000003,8.73,Yes,Yes,No,No,No,office,office
R5,2023-10-19,15.223582,3.7000003,5.83,No,No,No,No,No,home,home
R6,2023-10-19,15.223582,3.7000003,6.3,No,No,No,No,No,home,home
R7,2023-10-19,15.223582,3.7000003,12.02,No,No,No,No,Yes,home,office
R8,2023-10-19,15.223582,3.7000003,13.22,No,No,No,No,No,home,home
R9,2023-10-19,15.223582,3.7000003,6.38,No,No,No,No,No,office,office
R10,2023-10-19,15.223582,3.7000003,10.86,No,No,No,No,Yes,office,home
R11,2023-10-19,15.223582,3.7000003,8.6,No,No,No,No,No,home,office
R1,2023-10-20,12.971499,40.600006,8.17,No,No,No,No,Yes,office,office
R2,2023-10-20,12.971499,40.600006,15.08,No,No,No,No,No,home,home
R3,2023-10-20,12.971499,40.600006,7.54,No,No,No,No,No,office,office
R4,2023-10-20,12.971499,40.600006,11.97,No,No,No,No,No,home,office
R5,2023-10-20,12.971499,40.600006,17.06,No,Yes,No,No,No,office,office
R6,2023-10-20,12.971499,40.600006,16.55,No,Yes,No,No,Yes,office,office
R7,2023-10-20,12.971499,40.600006,21.79,No,No,No,No,No,home,home
R8,2023-10-20,12.971499,40.600006,5.96,No,No,No,No,No,home,home
R9,2023-10-20,12.971499,40.600006,6.38,No,No,No,No,No,office,home
R10,2023-10-20,12.971499,40.600006,10.86,No,No,No,No,No,office,home
R11,2023-10-20,12.971499,40.600006,11.92,No,No,No,No,No,home,office
R1,2023-10-23,10.248583,4.7,8.51,No,No,No,No,Yes,office,office
R2,2023-10-23,10.248583,4.7,10.87,No,No,No,No,No,home,office
R3,2023-10-23,10.248583,4.7,6.39,No,No,No,No,Yes,office,home
R4,2023-10-23,10.248583,4.7,12.03,No,No,No,No,Yes,office,home
R5,2023-10-23,10.248583,4.7,7.31,No,No,No,No,No,office,home
R6,2023-10-23,10.248583,4.7,12.26,No,No,No,No,No,home,office
R7,2023-10-23,10.248583,4.7,7.81,No,Yes,No,No,No,office,office
R8,2023-10-23,10.248583,4.7,5.84,No,Yes,No,No,Yes,office,office
R9,2023-10-23,10.248583,4.7,6.38,No,No,No,No,No,home,home
R10,2023-10-23,10.248583,4.7,10.86,No,No,No,No,Yes,office,home
R11,2023-10-23,10.248583,4.7,8.6,No,No,No,No,No,office,home
R1,2023-10-24,10.09025,1.6000001,8.51,No,No,No,No,No,office,home
R2,2023-10-24,10.09025,1.6000001,13.16,No,No,No,No,Yes,office,office
R3,2023-10-24,10.09025,1.6000001,8.94,No,No,No,No,No,home,office
R4,2023-10-24,10.09025,1.6000001,8.09,No,No,No,No,No,home,office
R5,2023-10-24,10.09025,1.6000001,11.6,No,No,No,No,No,home,office
R6,2023-10-24,10.09025,1.6000001,8.49,No,No,No,No,No,home,office
R7,2023-10-24,10.09025,1.6000001,9.75,No,No,No,No,No,home,office
R8,2023-10-24,10.09025,1.6000001,5.96,No,No,No,No,No,office,office
R9,2023-10-24,10.09025,1.6000001,6.91,No,Yes,No,No,No,office,office
R10,2023-10-24,10.09025,1.6000001,10.86,No,Yes,No,No,No,office,office
R11,2023-10-24,10.09025,1.6000001,8.6,No,No,No,No,No,home,office
R1,2023-10-25,7.9756665,0.0,11.67,No,Yes,No,No,No,office,office
R2,2023-10-25,7.9756665,0.0,13.16,No,No,No,No,No,office,home
R3,2023-10-25,7.9756665,0.0,6.39,No,No,No,No,No,office,office
R4,2023-10-25,7.9756665,0.0,8.73,No,No,No,No,No,home,office
R5,2023-10-25,7.9756665,0.0,5.83,No,No,No,No,No,home,office
R6,2023-10-25,7.9756665,0.0,10.75,No,No,No,No,No,office,office
R7,2023-10-25,7.9756665,0.0,12.01,No,No,No,No,No,home,home
R8,2023-10-25,7.9756665,0.0,5.96,No,No,No,No,No,home,office
R9,2023-10-25,7.9756665,0.0,6.38,No,No,No,No,No,office,office
R10,2023-10-25,7.9756665,0.0,11.89,No,No,No,No,No,office,home
R11,2023-10-25,7.9756665,0.0,8.6,No,Yes,No,No,No,office,office
R1,2023-10-26,9.638165,5.6,5.03,No,No,No,No,No,home,office
R2,2023-10-26,9.638165,5.6,13.16,No,Yes,No,No,No,office,office
R3,2023-10-26,9.638165,5.6,8.82,No,Yes,No,No,No,office,office
R4,2023-10-26,9.638165,5.6,9.04,No,No,No,No,No,office,home
R5,2023-10-26,9.638165,5.6,11.08,No,No,No,No,No,home,office
R6,2023-10-26,9.638165,5.6,6.09,No,No,No,No,No,home,home
R7,2023-10-26,9.638165,5.6,11.35,No,No,No,No,Yes,home,home
R8,2023-10-26,9.638165,5.6,5.96,No,No,No,No,No,home,home
R9,2023-10-26,9.638165,5.6,6.38,No,No,No,No,Yes,home,home
R10,2023-10-26,9.638165,5.6,11.91,No,No,No,No,No,office,home
R11,2023-10-26,9.638165,5.6,8.6,No,No,No,No,No,home,office
R1,2023-10-27,8.229833,1.5,8.51,No,No,No,No,No,office,office
R2,2023-10-27,8.229833,1.5,14.4,No,No,No,No,No,home,office
R3,2023-10-27,8.229833,1.5,6.39,No,No,No,No,No,office,office
R4,2023-10-27,8.229833,1.5,6.99,Yes,Yes,No,No,No,office,office
R5,2023-10-27,8.229833,1.5,5.83,No,Yes,No,No,Yes,office,office
R6,2023-10-27,8.229833,1.5,9.26,No,No,No,No,Yes,office,home
R7,2023-10-27,8.229833,1.5,7.85,No,No,No,No,No,office,home
R8,2023-10-27,8.229833,1.5,5.96,No,No,No,No,No,home,home
R9,2023-10-27,8.229833,1.5,9.8,No,No,No,No,No,home,office
R10,2023-10-27,8.229833,1.5,10.86,No,No,No,No,No,office,home
R11,2023-10-27,8.229833,1.5,8.6,No,No,No,No,Yes,office,home
R1,2023-10-30,10.269416,1.8000001,8.67,No,No,No,No,Yes,home,home
R2,2023-10-30,10.269416,1.8000001,13.16,No,No,No,No,No,office,office
R3,2023-10-30,10.269416,1.8000001,14.89,No,No,No,No,No,office,home
R4,2023-10-30,10.269416,1.8000001,5.37,No,No,No,No,No,office,office
R5,2023-10-30,10.269416,1.8000001,5.83,No,No,No,No,Yes,home,home
R6,2023-10-30,10.269416,1.8000001,8.49,Yes,Yes,No,No,No,office,office
R7,2023-10-30,10.269416,1.8000001,9.97,No,Yes,No,No,No,office,office
R8,2023-10-30,10.269416,1.8000001,6.45,No,No,No,No,No,home,office
R9,2023-10-30,10.269416,1.8000001,6.38,Yes,No,No,No,No,office,office
R10,2023-10-30,10.269416,1.8000001,10.86,No,No,No,No,No,office,home
R11,2023-10-30,10.269416,1.8000001,13.29,No,No,No,No,No,office,home
R1,2023-10-31,8.121501,2.2999997,8.51,No,No,No,No,No,home,home
R2,2023-10-31,8.121501,2.2999997,13.16,No,No,No,No,Yes,office,office
R3,2023-10-31,8.121501,2.2999997,6.39,No,No,No,No,Yes,office,office
R4,2023-10-31,8.121501,2.2999997,8.73,Yes,No,No,No,No,office,office
R5,2023-10-31,8.121501,2.2999997,5.83,No,No,No,No,No,office,office
R6,2023-10-31,8.121501,2.2999997,9.85,No,No,No,No,Yes,home,office
R7,2023-10-31,8.121501,2.2999997,5.52,No,No,No,No,No,office,home
R8,2023-10-31,8.121501,2.2999997,12.03,No,Yes,No,No,No,office,office
R9,2023-10-31,8.121501,2.2999997,6.38,Yes,Yes,No,No,No,office,office
R10,2023-10-31,8.121501,2.2999997,10.86,No,No,No,No,No,office,home
R11,2023-10-31,8.121501,2.2999997,8.6,No,No,No,No,No,office,office
R1,2023-11-01,10.900666,5.2,12.02,No,No,No,No,No,office,home
R2,2023-11-01,10.900666,5.2,14.66,No,No,No,No,No,home,home
R3,2023-11-01,10.900666,5.2,6.39,No,No,No,No,No,home,home
R4,2023-11-01,10.900666,5.2,8.73,No,No,No,No,Yes,office,office
R5,2023-11-01,10.900666,5.2,13.69,No,No,No,No,No,home,office
R6,2023-11-01,10.900666,5.2,8.49,No,No,No,No,No,office,home
R7,2023-11-01,10.900666,5.2,7.85,No,No,No,No,No,office,home
R8,2023-11-01,10.900666,5.2,5.96,Yes,No,No,No,Yes,office,office
R9,2023-11-01,10.900666,5.2,14.01,No,No,No,No,Yes,home,home
R10,2023-11-01,10.900666,5.2,10.86,No,Yes,No,No,No,office,office
R11,2023-11-01,10.900666,5.2,8.6,No,Yes,No,No,No,office,office
R1,2023-11-02,10.584001,17.900002,8.51,No,Yes,No,No,No,office,office
R2,2023-11-02,10.584001,17.900002,22.99,No,Yes,No,No,No,office,office
R3,2023-11-02,10.584001,17.900002,6.62,No,No,No,No,No,office,home
R4,2023-11-02,10.584001,17.900002,13.25,Yes,No,No,No,No,office,office
R5,2023-11-02,10.584001,17.900002,21.76,No,No,No,No,No,office,office
R6,2023-11-02,10.584001,17.900002,20.47,Yes,No,No,No,No,office,office
R7,2023-11-02,10.584001,17.900002,18.19,No,No,No,No,Yes,office,home
R8,2023-11-02,10.584001,17.900002,5.96,No,No,No,No,No,home,home
R9,2023-11-02,10.584001,17.900002,6.38,No,No,No,No,No,office,home
R10,2023-11-02,10.584001,17.900002,14.74,No,No,No,No,No,office,home
R11,2023-11-02,10.584001,17.900002,8.31,No,No,No,No,Yes,office,office
R1,2023-11-03,9.20275,0.2,9.19,No,No,No,No,No,home,office
R2,2023-11-03,9.20275,0.2,13.16,No,No,No,No,No,home,home
R3,2023-11-03,9.20275,0.2,6.39,No,Yes,No,No,No,office,office
R4,2023-11-03,9.20275,0.2,8.73,Yes,Yes,No,No,No,office,office
R5,2023-11-03,9.20275,0.2,5.83,No,No,No,No,No,office,home
R6,2023-11-03,9.20275,0.2,8.49,No,No,No,No,No,office,home
R7,2023-11-03,9.20275,0.2,7.79,No,No,No,No,No,office,home
R8,2023-11-03,9.20275,0.2,5.96,No,No,No,No,No,home,home
R9,2023-11-03,9.20275,0.2,13.5,No,No,No,No,No,office,home
R10,2023-11-03,9.20275,0.2,10.86,No,No,No,No,Yes,office,home
R11,2023-11-03,9.20275,0.2,8.6,No,No,No,No,No,office,home
R1,2023-11-06,8.348583,0.0,8.51,No,No,No,No,No,home,home
R2,2023-11-06,8.348583,0.0,13.16,No,No,No,No,No,home,home
R3,2023-11-06,8.348583,0.0,6.39,No,No,No,No,No,office,office
R4,2023-11-06,8.348583,0.0,8.73,No,No,No,No,No,home,office
R5,2023-11-06,8.348583,0.0,5.83,No,Yes,No,No,Yes,office,office
R6,2023-11-06,8.348583,0.0,8.49,No,Yes,No,No,No,office,office
R7,2023-11-06,8.348583,0.0,10.59,No,No,No,No,No,home,home
R8,2023-11-06,8.348583,0.0,5.96,No,No,No,No,No,office,home
R9,2023-11-06,8.348583,0.0,12.16,No,No,No,No,No,home,office
R10,2023-11-06,8.348583,0.0,10.86,No,No,No,No,No,office,home
R11,2023-11-06,8.348583,0.0,8.6,No,No,No,No,Yes,home,office
R1,2023-11-07,7.6319175,0.0,8.51,No,No,No,No,No,office,office
R2,2023-11-07,7.6319175,0.0,13.52,No,No,No,No,Yes,office,home
R3,2023-11-07,7.6319175,0.0,6.39,No,No,No,No,No,office,office
R4,2023-11-07,7.6319175,0.0,8.73,No,No,No,No,No,office,office
R5,2023-11-07,7.6319175,0.0,5.83,No,No,No,No,No,office,office
R6,2023-11-07,7.6319175,0.0,6.79,Yes,No,No,No,Yes,office,office
R7,2023-11-07,7.6319175,0.0,7.0,No,Yes,No,No,No,office,office
R8,2023-11-07,7.6319175,0.0,6.64,No,Yes,No,No,Yes,office,office
R9,2023-11-07,7.6319175,0.0,6.38,No,No,No,No,Yes,office,office
R10,2023-11-07,7.6319175,0.0,10.86,No,No,No,No,Yes,office,home
R11,2023-11-07,7.6319175,0.0,8.6,No,No,No,No,No,home,home
R1,2023-11-08,8.306916,2.8999999,6.76,No,No,No,No,Yes,office,home
R2,2023-11-08,8.306916,2.8999999,9.13,Yes,No,No,No,No,office,office
R3,2023-11-08,8.306916,2.8999999,6.39,No,No,No,No,Yes,office,office
R4,2023-11-08,8.306916,2.8999999,8.73,No,No,No,No,No,office,home
R5,2023-11-08,8.306916,2.8999999,5.83,No,No,No,No,No,office,office
R6,2023-11-08,8.306916,2.8999999,13.16,Yes,No,No,No,No,office,office
R7,2023-11-08,8.306916,2.8999999,14.96,No,No,No,No,No,office,home
R8,2023-11-08,8.306916,2.8999999,12.14,No,No,No,No,No,home,home
R9,2023-11-08,8.306916,2.8999999,6.38,Yes,Yes,No,No,No,office,office
R10,2023-11-08,8.306916,2.8999999,10.86,No,Yes,No,No,No,office,office
R11,2023-11-08,8.306916,2.8999999,8.55,No,No,No,No,No,home,home
R1,2023-11-09,7.05275,1.0,12.09,No,Yes,No,No,No,office,office
R2,2023-11-09,7.05275,1.0,5.75,No,No,No,No,No,office,office
R3,2023-11-09,7.05275,1.0,6.39,No,No,No,No,No,office,office
R4,2023-11-09,7.05275,1.0,11.74,Yes,No,No,No,No,office,office
R5,2023-11-09,7.05275,1.0,5.83,No,No,No,No,No,office,home
R6,2023-11-09,7.05275,1.0,8.49,Yes,No,No,No,No,office,office
R7,2023-11-09,7.05275,1.0,7.85,No,No,No,No,No,home,home
R8,2023-11-09,7.05275,1.0,5.96,No,No,No,No,No,home,home
R9,2023-11-09,7.05275,1.0,12.11,No,No,No,No,No,office,office
R10,2023-11-09,7.05275,1.0,10.86,No,No,No,No,No,office,home
R11,2023-11-09,7.05275,1.0,8.6,No,Yes,No,No,No,office,office
R1,2023-11-10,5.9006667,0.1,8.51,No,No,No,No,No,home,office
R2,2023-11-10,5.9006667,0.1,13.16,No,Yes,No,No,No,office,office
R3,2023-11-10,5.9006667,0.1,14.99,No,Yes,No,No,No,office,office
R4,2023-11-10,5.9006667,0.1,8.73,No,No,No,No,Yes,home,office
R5,2023-11-10,5.9006667,0.1,14.34,No,No,No,No,No,home,office
R6,2023-11-10,5.9006667,0.1,8.49,Yes,No,No,No,No,office,office
R7,2023-11-10,5.9006667,0.1,7.85,No,No,No,No,Yes,office,office
R8,2023-11-10,5.9006667,0.1,5.96,No,No,No,No,No,home,home
R9,2023-11-10,5.9006667,0.1,6.38,Yes,No,No,No,No,office,office
R10,2023-11-10,5.9006667,0.1,10.86,No,No,No,No,No,office,home
R11,2023-11-10,5.9006667,0.1,8.6,No,No,No,No,No,office,office
R1,2023-11-13,11.079834,4.0,8.51,No,No,No,No,No,home,home
R2,2023-11-13,11.079834,4.0,14.88,No,No,No,No,Yes,office,home
R3,2023-11-13,11.079834,4.0,6.95,No,No,No,No,No,home,office
R4,2023-11-13,11.079834,4.0,8.73,No,Yes,No,No,No,office,office
R5,2023-11-13,11.079834,4.0,5.83,No,Yes,No,No,No,office,office
R6,2023-11-13,11.079834,4.0,6.37,No,No,No,No,Yes,office,home
R7,2023-11-13,11.079834,4.0,7.98,No,No,No,No,No,home,home
R8,2023-11-13,11.079834,4.0,6.42,No,No,No,No,No,home,office
R9,2023-11-13,11.079834,4.0,12.35,No,No,No,No,Yes,home,office
R10,2023-11-13,11.079834,4.0,11.31,No,No,No,No,Yes,office,home
R11,2023-11-13,11.079834,4.0,14.36,No,No,No,No,Yes,home,office
R1,2023-11-14,9.921498,0.8,8.51,No,No,No,No,No,office,home
R2,2023-11-14,9.921498,0.8,11.83,No,No,No,No,No,office,office
R3,2023-11-14,9.921498,0.8,14.89,No,No,No,No,No,office,office
R4,2023-11-14,9.921498,0.8,11.59,No,No,No,No,No,home,home
R5,2023-11-14,9.921498,0.8,12.03,No,No,No,No,No,office,home
R6,2023-11-14,9.921498,0.8,13.29,Yes,Yes,No,No,No,office,office
R7,2023-11-14,9.921498,0.8,7.85,No,Yes,No,No,No,office,office
R8,2023-11-14,9.921498,0.8,5.96,No,No,No,No,No,office,office
R9,2023-11-14,9.921498,0.8,6.38,No,No,No,No,No,office,home
R10,2023-11-14,9.921498,0.8,10.86,No,No,No,No,No,office,home
R11,2023-11-14,9.921498,0.8,13.71,No,No,No,No,No,office,office
R1,2023-11-15,8.41525,0.0,8.51,No,No,No,No,No,home,office
R2,2023-11-15,8.41525,0.0,13.16,No,No,No,No,No,office,office
R3,2023-11-15,8.41525,0.0,6.39,No,No,No,No,Yes,office,office
R4,2023-11-15,8.41525,0.0,8.73,Yes,No,No,No,No,office,office
R5,2023-11-15,8.41525,0.0,5.83,No,No,No,No,No,home,office
R6,2023-11-15,8.41525,0.0,8.49,No,No,No,No,No,office,home
R7,2023-11-15,8.41525,0.0,7.85,No,No,No,No,No,office,office
R8,2023-11-15,8.41525,0.0,5.96,No,Yes,No,No,No,office,office
R9,2023-11-15,8.41525,0.0,6.38,No,Yes,No,No,No,office,office
R10,2023-11-15,8.41525,0.0,10.86,No,No,No,No,No,office,home
R11,2023-11-15,8.41525,0.0,9.37,No,No,No,No,No,home,office
